Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi
2314,8,13,2,6,0.25,0,0
2314,15,8,5,0,1,0,1
2315,13,1,5,0,1,0,0
2315,3,6,1,3,0.25,0,0
2316,10,2,4,0,1,0,0
2316,3,11,2,2,0.5,1,1
2317,11,1,5,2,0.714285714,0,1
2318,6,2,2,4,0.333333333,0,0
2318,2,7,1,0,1,0,0
2318,11,8,2,5,0.285714286,0,1
2319,6,14,2,4,0.333333333,0,1
2320,1,7,1,0,1,1,0
2320,12,8,2,1,0.666666667,0,0
2321,7,4,7,3,0.7,0,0
2321,11,5,1,2,0.333333333,0,0
2321,1,11,1,0,1,0,1
2323,8,3,1,0,1,1,1
2323,3,8,1,1,0.5,1,1
2323,11,6,6,3,0.666666667,0,0
2325,7,4,3,3,0.5,0,0
2325,12,4,1,3,0.25,0,1
2325,4,11,2,1,0.666666667,0,0
2326,7,11,3,3,0.5,0,0
2326,4,6,3,0,1,0,0
2327,14,10,2,1,0.666666667,1,1
2328,12,1,1,2,0.333333333,1,0
2328,2,11,1,4,0.2,0,0
2328,8,11,2,1,0.666666667,0,1
2329,8,3,1,2,0.333333333,1,1
2329,2,9,3,2,0.6,0,1
2330,14,1,4,2,0.666666667,0,0
2331,10,4,3,3,0.5,1,0
2331,3,12,5,2,0.714285714,0,0
2331,11,9,3,3,0.5,0,0
2332,10,14,3,3,0.5,1,1
2333,13,4,8,2,0.8,0,0
2333,4,8,6,2,0.75,0,0
2334,8,1,4,5,0.444444444,0,1
2335,14,5,3,3,0.5,0,1
2335,8,14,6,3,0.666666667,0,0
2335,4,10,3,1,0.75,1,0
2336,15,9,1,5,0.166666667,0,0
2337,6,4,4,0,1,0,0
2337,2,7,1,1,0.5,0,0
2338,15,7,4,3,0.571428571,0,0
2339,9,11,3,2,0.6,0,0
2339,5,7,4,5,0.444444444,1,1
2340,9,2,2,3,0.4,0,1
2340,14,6,1,1,0.5,0,1
2341,14,3,1,1,0.5,0,0
2341,3,12,4,0,1,0,0
2342,8,3,3,5,0.375,1,1
2343,15,1,1,2,0.333333333,0,1
2343,3,13,2,5,0.285714286,0,0
2343,8,13,8,0,1,0,0
2344,12,9,3,0,1,0,1
2345,9,12,4,4,0.5,0,1
2345,5,9,2,0,1,1,0
2346,9,2,8,0,1,0,1
2346,5,12,1,1,0.5,1,0
2346,12,9,1,0,1,0,1
2348,3,13,6,3,0.666666667,0,0
2348,6,15,2,4,0.333333333,0,0
2348,14,9,2,2,0.5,0,0
2349,3,7,9,0,1,0,0
2350,7,3,9,1,0.9,0,0
2350,12,6,2,1,0.666666667,0,0
2351,12,4,3,0,1,0,1
2351,5,6,1,0,1,1,1
2352,6,4,1,0,1,0,0
2352,5,11,1,0,1,0,0
2353,6,11,1,0,1,0,0
2353,14,9,2,2,0.5,0,0
2354,14,4,4,0,1,1,0
2354,3,7,1,0,1,0,0
2355,9,2,1,3,0.25,0,1
2355,3,15,1,0,1,0,1
2356,9,15,4,0,1,0,0
2356,12,9,4,1,0.8,0,1
2357,13,2,1,4,0.2,1,1
2357,5,9,3,4,0.428571429,1,0
2358,10,5,8,2,0.8,0,1
2359,2,8,3,6,0.333333333,1,0
2359,13,6,1,2,0.333333333,0,0
2360,9,13,9,1,0.9,0,1
2361,9,2,3,7,0.3,0,1
2361,11,4,2,1,0.666666667,0,0
2361,1,15,4,0,1,0,1
2363,8,5,1,6,0.142857143,0,0
2363,3,10,7,0,1,0,0
2363,13,10,2,0,1,0,0
2364,3,15,6,1,0.857142857,0,1
2365,9,3,1,0,1,0,0
2365,13,3,2,8,0.2,0,0
2366,3,8,2,7,0.222222222,1,1
2367,13,2,1,0,1,1,1
2367,7,13,1,2,0.333333333,0,0
2368,5,15,3,1,0.75,0,0
2369,7,3,8,0,1,0,0
2369,14,3,1,4,0.2,0,0
2370,3,10,4,5,0.444444444,0,0
2370,15,8,3,2,0.6,0,1
2371,9,4,7,1,0.875,0,1
2372,12,3,3,0,1,0,0
2372,2,7,2,5,0.285714286,0,0
2373,6,11,1,1,0.5,0,0
2373,13,6,1,2,0.333333333,0,0
2374,6,5,1,1,0.5,1,1
2374,3,9,4,2,0.666666667,0,0
2375,14,3,3,2,0.6,0,0
2375,3,13,3,3,0.5,0,0
2376,9,5,1,0,1,1,0
2376,13,10,3,2,0.6,0,0
2377,5,14,5,5,0.5,0,1
2377,9,11,1,0,1,0,0
2378,11,1,8,0,1,0,1
2379,7,11,3,0,1,0,0
2379,5,6,2,1,0.666666667,1,1
2379,12,8,4,4,0.5,0,0
2381,7,1,1,2,0.333333333,1,0
2381,5,12,2,5,0.285714286,1,0
2381,14,9,4,5,0.444444444,0,0
2382,11,2,1,8,0.111111111,0,0
2382,7,12,3,0,1,0,0
2383,5,8,5,1,0.833333333,0,0
2384,9,14,5,0,1,0,0
2384,14,9,2,0,1,0,0
2385,9,2,5,0,1,0,1
2385,4,7,1,4,0.2,0,0
2386,15,1,1,1,0.5,0,1
2387,6,5,1,0,1,1,1
2387,1,15,6,4,0.6,0,1
2388,11,3,1,7,0.125,1,1
2388,6,12,1,0,1,0,0
2388,1,10,2,8,0.2,1,0
2389,11,7,7,1,0.875,0,0
2390,7,11,2,5,0.285714286,0,0
2390,5,9,1,2,0.333333333,1,0
2391,7,2,2,5,0.285714286,0,0
2391,5,14,3,0,1,0,1
2391,15,10,4,0,1,0,0
2392,14,3,3,1,0.75,0,0
2393,8,14,3,2,0.6,0,0
2393,1,8,2,8,0.2,0,1
2394,12,9,2,7,0.222222222,0,1
2395,5,14,7,0,1,0,1
2395,8,13,1,4,0.2,0,0
2396,8,5,3,2,0.6,0,0
2396,15,6,1,2,0.333333333,0,0
2397,12,1,3,0,1,1,0
2397,3,15,2,2,0.5,0,1
2398,6,1,1,2,0.333333333,0,0
2399,4,12,1,0,1,0,1
2399,13,10,2,2,0.5,0,0
2400,11,5,2,2,0.5,0,0
2400,8,12,5,5,0.5,0,0
2400,4,9,1,0,1,0,1
2402,7,12,2,8,0.2,0,0
2402,2,10,1,0,1,0,0
2402,13,8,4,1,0.8,0,0
2403,7,1,5,5,0.5,1,0
2404,3,7,8,1,0.888888889,0,0
2404,15,9,1,7,0.125,0,0
2405,3,11,6,3,0.666666667,1,1
2405,8,11,3,1,0.75,0,1
2406,14,8,4,0,1,0,0
2407,6,11,1,4,0.2,0,0
2407,1,10,1,5,0.166666667,1,0
2408,6,1,4,1,0.8,0,0
2408,1,13,4,2,0.666666667,0,0
2408,14,8,3,7,0.3,0,0
2410,9,12,4,5,0.444444444,0,1
2410,5,7,1,6,0.142857143,1,1
2410,12,8,5,1,0.833333333,0,0
2411,5,13,4,3,0.571428571,0,0
2412,10,11,1,6,0.142857143,0,0
2412,15,8,3,0,1,0,1
2413,1,14,1,2,0.333333333,0,0
2414,12,3,8,1,0.888888889,0,0
2414,7,11,1,2,0.333333333,0,0
2414,1,10,1,2,0.333333333,1,0
2415,7,5,1,2,0.333333333,1,1
2415,14,7,1,8,0.111111111,0,1
2416,4,10,1,5,0.166666667,1,0
2417,6,5,3,4,0.428571429,1,1
2417,4,11,4,2,0.666666667,0,0
2417,15,9,1,6,0.142857143,0,0
2418,12,5,6,1,0.857142857,1,0
2419,8,4,8,1,0.888888889,0,0
2419,5,9,8,2,0.8,1,0
2420,8,12,6,3,0.666666667,0,0
2420,13,7,1,0,1,0,0
2421,15,4,1,0,1,0,0
2421,5,9,1,7,0.125,1,0
2422,10,5,1,0,1,0,1
2422,5,12,6,2,0.75,1,0
2423,15,2,2,0,1,0,0
2423,10,13,1,0,1,0,0
2424,4,13,2,4,0.333333333,0,0
2425,8,13,1,9,0.1,0,0
2425,4,6,5,1,0.833333333,0,0
2425,14,7,5,4,0.555555556,0,1
2426,8,2,4,6,0.4,1,0
2427,3,15,3,1,0.75,0,1
2427,14,10,1,0,1,1,1
2428,8,14,2,2,0.5,0,0
2428,3,6,1,3,0.25,0,0
2429,8,2,3,1,0.75,1,0
2429,13,10,1,2,0.333333333,0,0
2430,15,4,2,1,0.666666667,0,0
2430,4,15,4,4,0.5,0,0
2431,6,3,3,0,1,0,0
2432,14,3,3,6,0.333333333,0,0
2432,6,11,1,2,0.333333333,0,0
2432,2,6,1,2,0.333333333,0,0
2433,2,15,1,2,0.333333333,0,0
2433,12,6,5,4,0.555555556,0,0
2434,7,1,2,5,0.285714286,1,0
2435,5,13,6,4,0.6,0,0
2435,15,6,1,2,0.333333333,0,0
2436,8,2,3,1,0.75,1,0
2436,5,7,9,1,0.9,1,1
2437,13,10,2,1,0.666666667,0,0
2438,9,1,4,2,0.666666667,0,0
2438,14,4,1,2,0.333333333,1,0
2438,4,14,3,4,0.428571429,1,0
2439,9,11,1,5,0.166666667,0,0
2440,15,1,1,0,1,0,1
2440,5,12,2,5,0.285714286,1,0
2441,10,4,2,5,0.285714286,1,0
2441,5,8,6,1,0.857142857,0,0
2441,15,9,1,0,1,0,0
2443,6,4,1,0,1,0,0
2443,14,2,1,0,1,0,0
2443,3,8,3,6,0.333333333,1,1
2444,3,15,6,3,0.666666667,0,1
2444,11,7,1,0,1,0,0
2445,10,11,1,3,0.25,0,0
2446,10,2,1,3,0.25,0,0
2446,11,5,6,4,0.6,0,0
2446,2,14,6,3,0.666666667,0,0
2447,14,6,9,1,0.9,0,1
2448,5,15,3,1,0.75,0,0
2448,6,11,1,0,1,0,0
2449,6,1,1,0,1,0,0
2449,5,8,3,1,0.75,0,0
2449,13,8,2,7,0.222222222,0,0
2451,10,4,5,4,0.555555556,1,0
2451,5,6,2,7,0.222222222,1,1
2451,13,9,5,3,0.625,0,1
2452,10,11,5,4,0.555555556,0,0
2453,4,7,9,0,1,0,0
2453,14,9,5,3,0.625,0,0
2454,15,1,3,5,0.375,0,1
2454,6,15,1,0,1,0,0
2455,4,14,1,0,1,1,0
2456,10,15,3,2,0.6,0,0
2456,4,7,1,0,1,0,0
2456,14,9,1,2,0.333333333,0,0
2457,14,1,3,0,1,0,0
2458,9,3,3,2,0.6,0,0
2458,4,13,1,0,1,0,0
2459,13,2,1,3,0.25,1,1
2460,10,4,1,2,0.333333333,1,0
2460,5,12,1,9,0.1,1,0
2460,13,9,4,0,1,0,1
2462,6,11,1,9,0.1,0,0
2462,2,10,7,2,0.777777778,0,0
2462,15,7,3,7,0.3,0,0
2463,6,3,9,1,0.9,0,0
2464,2,15,4,0,1,0,0
2464,12,10,3,4,0.428571429,0,0
2465,9,15,3,5,0.375,0,0
2466,9,1,3,5,0.375,0,0
2466,4,10,4,1,0.8,1,0
2466,12,9,1,0,1,0,1
2468,10,11,6,3,0.666666667,0,0
2468,5,8,4,3,0.571428571,0,0
2468,13,6,2,2,0.5,0,0
2469,11,5,1,3,0.25,0,0
2469,5,13,7,0,1,0,0
2470,6,4,7,1,0.875,0,0
2471,1,12,3,0,1,1,0
2471,12,6,1,1,0.5,0,0
2472,8,4,10,0,1,0,0
2472,1,9,1,2,0.333333333,0,0
2473,14,3,8,1,0.888888889,0,0
2473,8,15,2,8,0.2,0,1
2474,4,7,2,1,0.666666667,0,0
2475,6,5,7,2,0.777777778,1,1
2475,15,5,2,1,0.666666667,0,0
2475,4,13,2,1,0.666666667,0,0
2476,6,13,4,5,0.444444444,0,0
2477,4,11,7,2,0.777777778,0,0
2477,14,6,1,0,1,0,1
2478,7,13,3,6,0.333333333,0,0
2479,7,4,9,0,1,0,0
2479,1,7,2,0,1,1,0
2479,14,7,1,6,0.142857143,0,1
2480,15,3,2,5,0.285714286,0,1
2481,6,5,3,2,0.6,1,1
2481,4,8,9,0,1,0,0
2482,14,3,2,6,0.25,0,0
2482,4,15,5,4,0.555555556,0,0
2483,6,12,3,1,0.75,0,0
2483,15,7,2,6,0.25,0,0
2484,6,5,1,3,0.25,1,1
2484,5,9,2,5,0.285714286,1,0
2485,15,5,1,1,0.5,0,0
2486,1,11,6,2,0.75,0,1
2486,9,15,9,0,1,0,0
2486,13,9,2,0,1,0,1
2488,9,14,2,3,0.4,0,0
2488,1,6,3,3,0.5,0,0
2488,11,8,9,0,1,0,1
2489,9,3,3,2,0.6,0,0
2489,14,4,2,7,0.222222222,1,0
2489,1,11,6,0,1,0,1
2491,11,4,2,2,0.5,0,0
2491,5,11,7,0,1,0,0
2491,10,12,1,1,0.5,0,0
2492,10,2,2,0,1,0,0
2492,5,7,3,4,0.428571429,1,1
2492,13,9,3,1,0.75,0,1
2494,6,3,7,1,0.875,0,0
2494,4,15,4,0,1,0,0
2494,14,10,2,6,0.25,1,1
2496,13,1,6,3,0.666666667,0,0
2496,1,14,8,2,0.8,0,0
2496,10,15,1,0,1,0,0
2497,10,1,1,0,1,1,0
2497,1,10,8,2,0.8,1,0
2498,13,8,2,3,0.4,0,0
2499,10,4,9,0,1,1,0
2499,3,8,4,2,0.666666667,1,1
2500,11,10,3,2,0.6,0,0
2501,9,13,2,2,0.5,0,1
2501,4,9,10,0,1,0,1
2502,9,4,1,3,0.25,0,1
2502,15,5,6,3,0.666666667,0,0
2503,2,7,1,1,0.5,0,0
2503,13,10,3,6,0.333333333,0,0
2504,6,1,1,3,0.25,0,0
2504,2,13,2,0,1,1,1
2505,11,9,4,3,0.571428571,0,0
2506,1,15,1,0,1,0,1
2506,6,13,2,2,0.5,0,0
2507,14,4,3,1,0.75,1,0
2507,1,8,1,0,1,0,1
2508,9,14,3,5,0.375,0,0
2508,11,9,3,1,0.75,0,0
2509,4,15,4,1,0.8,0,0
2510,9,4,1,5,0.166666667,0,1
2510,14,4,2,2,0.5,1,0
2510,4,6,4,1,0.8,0,0
2511,11,6,1,3,0.25,0,0
2512,8,4,7,0,1,0,0
2512,4,7,6,0,1,0,0
2513,13,5,3,5,0.375,0,0
2514,6,3,1,1,0.5,0,0
2514,2,13,5,1,0.833333333,1,1
2514,11,6,1,7,0.125,0,0
2516,9,12,5,0,1,0,1
2516,2,10,1,0,1,0,0
2516,14,9,7,1,0.875,0,0
2517,9,2,4,1,0.8,0,1
2518,5,14,5,3,0.625,0,1
2518,13,10,2,8,0.2,0,0
2519,10,3,1,4,0.2,0,0
2519,15,4,3,7,0.3,0,0
2520,3,12,1,5,0.166666667,0,0
2520,10,15,4,1,0.8,0,0
2521,11,5,5,1,0.833333333,0,0
2522,2,11,5,2,0.714285714,0,0
2522,10,12,1,8,0.111111111,0,0
2522,11,9,3,3,0.5,0,0
2523,10,2,1,8,0.111111111,0,0
2523,2,9,7,0,1,0,1
2524,14,6,3,1,0.75,0,1
2525,14,4,1,3,0.25,1,0
2525,2,13,1,0,1,1,1
2525,8,11,6,0,1,0,1
2526,2,9,1,0,1,0,1
2527,6,2,3,4,0.428571429,0,0
2527,15,3,1,9,0.1,0,1
2528,4,15,2,1,0.666666667,0,0
2529,6,4,6,0,1,0,0
2529,14,2,4,3,0.571428571,0,0
2529,4,10,3,0,1,1,0
2531,12,4,6,4,0.6,0,1
2531,2,12,1,0,1,0,1
2531,8,14,1,0,1,0,0
2532,8,2,1,0,1,1,0
2532,2,9,1,0,1,0,1
2532,15,8,5,5,0.5,0,1
2534,6,2,4,5,0.444444444,0,0
2534,11,4,6,4,0.6,0,0
2534,2,10,7,3,0.7,0,0
2536,10,2,2,1,0.666666667,0,0
2536,4,8,4,1,0.8,0,0
2536,12,8,2,4,0.333333333,0,0
2537,15,5,2,4,0.333333333,0,0
2537,4,13,3,2,0.6,0,0
2537,10,14,1,2,0.333333333,1,1
2539,2,15,1,2,0.333333333,0,0
2539,9,13,8,0,1,0,1
2539,15,10,3,2,0.6,0,0
2540,14,3,2,3,0.4,0,0
2541,6,12,1,1,0.5,0,0
2541,5,8,5,0,1,0,0
2542,12,5,3,0,1,1,0
2543,6,1,5,3,0.625,0,0
2543,2,7,7,2,0.777777778,0,0
2543,15,10,2,1,0.666666667,0,0
2545,13,2,3,0,1,1,1
2545,1,14,3,0,1,0,0
2545,10,12,2,5,0.285714286,0,0
2546,10,1,1,6,0.142857143,1,0
2547,14,4,1,2,0.333333333,1,0
2547,4,15,1,3,0.25,0,0
2548,7,1,4,5,0.444444444,1,0
2549,11,1,3,6,0.333333333,0,1
2549,4,9,3,0,1,0,1
2550,7,4,8,2,0.8,0,0
2550,4,15,2,1,0.666666667,0,0
2551,12,3,2,4,0.333333333,0,0
2552,4,13,1,2,0.333333333,0,0
2552,9,12,6,2,0.75,0,1
2553,14,5,1,0,1,0,1
2553,9,5,4,4,0.5,1,0
2553,4,8,2,1,0.666666667,0,0
2554,11,9,1,0,1,0,0
2555,9,3,6,3,0.666666667,0,0
2555,3,9,1,0,1,0,0
2556,3,15,1,0,1,0,1
2556,9,13,8,1,0.888888889,0,1
2556,11,8,5,0,1,0,1
2558,12,4,2,6,0.25,0,1
2558,5,13,2,5,0.285714286,0,0
2558,6,14,6,3,0.666666667,0,1
2560,4,13,6,0,1,0,0
2560,7,12,4,2,0.666666667,0,0
2560,11,7,1,5,0.166666667,0,0
2561,14,4,3,3,0.5,1,0
2561,7,5,2,4,0.333333333,1,1
2561,4,7,4,2,0.666666667,0,0
2563,11,3,1,5,0.166666667,1,1
2563,7,12,1,0,1,0,0
2563,1,10,4,1,0.8,1,0
2564,7,3,1,0,1,0,0
2564,1,11,3,2,0.6,0,1
2564,15,6,6,0,1,0,0
2566,8,11,2,2,0.5,0,1
2566,2,6,7,1,0.875,0,0
2566,15,8,7,1,0.875,0,1
2567,8,3,4,0,1,1,1
2568,2,13,1,0,1,1,1
2568,15,7,5,3,0.625,0,0
2569,12,3,1,7,0.125,0,0
2569,10,12,3,6,0.333333333,0,0
2569,2,6,1,0,1,0,0
2571,9,3,2,2,0.5,0,0
2571,14,5,1,7,0.125,0,1
2571,3,7,2,1,0.666666667,0,0
2573,10,1,2,6,0.25,1,0
2573,12,1,4,5,0.444444444,1,0
2573,4,15,1,1,0.5,0,0
2575,6,2,3,0,1,0,0
2575,4,6,2,2,0.5,0,0
2575,11,10,2,0,1,0,0
2576,6,15,1,2,0.333333333,0,0
2577,11,3,1,3,0.25,1,1
2577,5,8,1,5,0.166666667,0,0
2578,6,3,7,2,0.777777778,0,0
2579,11,5,8,1,0.888888889,0,0
2579,3,8,2,3,0.4,1,1
2580,7,3,1,2,0.333333333,0,0
2580,11,10,8,1,0.888888889,0,0
2581,7,13,3,0,1,0,0
2581,5,7,1,0,1,1,1
2582,14,7,6,1,0.857142857,0,1
2583,9,3,7,0,1,0,0
2583,15,5,4,3,0.571428571,0,0
2583,2,8,1,0,1,1,0
2584,2,14,1,0,1,0,0
2585,8,5,1,0,1,0,0
2585,15,4,5,2,0.714285714,0,0
2586,4,12,1,5,0.166666667,0,1
2587,8,3,7,0,1,1,1
2587,14,4,1,5,0.166666667,1,0
2588,8,14,1,6,0.142857143,0,0
2588,1,8,5,3,0.625,0,1
2589,13,1,3,0,1,0,0
2589,1,13,2,6,0.25,0,0
2590,10,13,4,2,0.666666667,0,0
2590,15,6,1,2,0.333333333,0,0
2591,1,8,5,0,1,0,1
2592,7,5,1,5,0.166666667,1,1
2592,12,7,1,7,0.125,0,0
2593,4,14,7,3,0.7,1,0
2594,9,1,2,1,0.666666667,0,0
2594,15,9,2,4,0.333333333,0,0
2595,14,1,5,1,0.833333333,0,0
2595,9,15,2,1,0.666666667,0,0
2595,3,7,3,1,0.75,0,0
2597,5,12,3,0,1,1,0
2597,10,12,1,1,0.5,0,0
2597,13,10,1,1,0.5,0,0
2598,10,1,1,1,0.5,1,0
2599,13,2,5,1,0.833333333,1,1
2599,3,9,3,1,0.75,0,0
2600,3,15,4,0,1,0,1
2600,10,13,3,1,0.75,0,0
2600,11,8,1,5,0.166666667,0,1
2602,6,3,2,0,1,0,0
2602,1,11,5,0,1,0,1
2602,14,9,3,0,1,0,0
2603,6,12,2,0,1,0,0
2604,12,3,1,1,0.5,0,0
2604,1,14,5,5,0.5,0,0
2605,8,4,1,3,0.25,0,0
2605,14,9,2,0,1,0,0
2606,1,10,6,2,0.75,1,0
2607,6,2,7,3,0.7,0,0
2607,12,6,9,1,0.9,0,0
2608,2,9,5,3,0.625,0,1
2609,6,4,2,2,0.5,0,0
2609,11,1,5,4,0.555555556,0,1
2610,6,13,4,0,1,0,0
2610,4,9,6,0,1,0,1
2611,11,6,8,0,1,0,0
2612,9,15,4,0,1,0,0
2612,3,6,6,4,0.6,0,0
2613,9,5,2,2,0.5,1,0
2613,15,3,1,1,0.5,0,1
2613,3,12,10,0,1,0,0
2614,11,7,2,0,1,0,0
2615,10,4,3,3,0.5,1,0
2615,2,7,4,5,0.444444444,0,0
2616,11,4,6,1,0.857142857,0,0
2616,2,14,9,0,1,0,0
2617,7,2,3,1,0.75,0,0
2618,15,5,1,4,0.2,0,0
2618,5,13,1,3,0.25,0,0
2618,7,14,1,3,0.25,0,1
2619,5,9,2,2,0.5,1,0
2619,15,10,5,0,1,0,0
2620,7,1,2,3,0.4,1,0
2621,1,12,2,4,0.333333333,1,0
2621,7,15,5,0,1,0,0
2621,14,7,1,6,0.142857143,0,1
2622,1,8,3,3,0.5,0,1
2623,8,3,1,0,1,1,1
2623,15,1,2,0,1,0,1
2624,1,6,1,0,1,0,0
2624,15,7,1,1,0.5,0,0
2625,8,12,1,5,0.166666667,0,0
2626,11,1,3,5,0.375,0,1
2626,3,14,4,2,0.666666667,0,0
2627,7,14,2,2,0.5,0,1
2627,3,7,2,4,0.333333333,0,0
2627,13,8,2,6,0.25,0,0
2628,7,2,1,3,0.25,0,0
2629,5,12,1,1,0.5,1,0
2629,15,10,1,1,0.5,0,0
2630,13,2,1,1,0.5,1,1
2630,10,13,6,2,0.75,0,0
2630,5,9,2,0,1,1,0
2631,10,1,7,1,0.875,1,0
2632,14,3,1,5,0.166666667,0,0
2632,5,6,1,1,0.5,1,1
2633,9,5,6,2,0.75,1,0
2633,5,14,1,1,0.5,0,1
2634,12,2,1,8,0.111111111,0,1
2634,9,14,7,1,0.875,0,0
2635,4,14,1,8,0.111111111,1,0
2636,11,2,1,0,1,0,0
2636,9,12,3,0,1,0,1
2637,9,3,1,2,0.333333333,0,0
2637,3,9,1,0,1,0,0
2637,11,10,1,0,1,0,0
2638,3,12,1,0,1,0,0
2639,9,2,10,0,1,0,1
2639,12,2,4,0,1,0,1
2640,5,11,1,1,0.5,0,0
2640,9,14,2,8,0.2,0,0
2640,11,8,4,0,1,0,1
2642,7,3,1,9,0.1,0,0
2642,15,1,9,1,0.9,0,1
2642,4,11,4,3,0.571428571,0,0
2643,7,15,3,7,0.3,0,0
2644,4,14,3,5,0.375,1,0
2644,14,9,3,0,1,0,0
2645,6,3,1,4,0.2,0,0
2646,4,11,4,3,0.571428571,0,0
2646,6,13,4,1,0.8,0,0
2646,15,6,1,1,0.5,0,0
2647,13,4,1,1,0.5,0,0
2647,4,9,5,2,0.714285714,0,1
2648,7,13,7,0,1,0,0
2649,7,4,5,2,0.714285714,0,0
2649,2,11,2,0,1,0,0
2649,11,10,3,1,0.75,0,0
2651,8,5,3,1,0.75,0,0
2651,11,2,1,2,0.333333333,0,0
2651,1,8,8,1,0.888888889,0,1
2653,12,2,4,3,0.571428571,0,1
2653,7,13,1,3,0.25,0,0
2653,5,9,4,1,0.8,1,0
2655,7,4,2,7,0.222222222,0,0
2655,15,3,2,6,0.25,0,1
2655,2,15,1,0,1,0,0
2656,7,13,7,2,0.777777778,0,0
2657,13,5,1,6,0.142857143,0,0
2657,3,11,2,5,0.285714286,1,1
2658,10,3,5,3,0.625,0,0
2658,3,10,7,0,1,0,0
2658,15,9,2,5,0.285714286,0,0
2660,5,15,6,2,0.75,0,0
2660,6,13,5,4,0.555555556,0,0
2660,14,9,10,0,1,0,0
2661,6,5,3,6,0.333333333,1,1
2661,5,8,1,7,0.125,0,0
2662,12,5,6,0,1,1,0
2663,10,4,1,5,0.166666667,1,0
2663,3,7,5,3,0.625,0,0
2664,14,5,8,2,0.8,0,1
2664,3,13,6,2,0.75,0,0
2664,10,15,2,4,0.333333333,0,0
2665,15,9,2,8,0.2,0,0
2666,6,2,2,1,0.666666667,0,0
2666,1,11,4,2,0.666666667,0,1
2667,6,11,3,0,1,0,0
2667,1,6,5,1,0.833333333,0,0
2667,13,6,4,0,1,0,0
2668,12,1,3,1,0.75,1,0
2669,8,14,5,2,0.714285714,0,0
2669,4,7,3,0,1,0,0
2670,8,2,7,0,1,1,0
2670,4,11,1,2,0.333333333,0,0
2670,14,8,3,3,0.5,0,0
2671,14,1,1,5,0.166666667,0,0
2672,6,5,1,5,0.166666667,1,1
2672,3,6,2,1,0.666666667,0,0
2673,13,2,1,6,0.142857143,1,1
2673,3,13,2,1,0.666666667,0,0
2674,8,13,2,2,0.5,0,0
2674,15,7,5,2,0.714285714,0,0
2675,4,6,1,0,1,0,0
2676,8,12,2,0,1,0,0
2676,14,9,5,5,0.5,0,0
2677,8,2,1,1,0.5,1,0
2677,13,1,4,6,0.4,0,0
2677,3,6,4,6,0.4,0,0
2679,3,15,1,1,0.5,0,1
2679,10,11,2,5,0.285714286,0,0
2679,12,8,6,4,0.6,0,0
2680,10,1,1,6,0.142857143,1,0
2680,14,3,4,6,0.4,0,0
2681,3,8,2,0,1,1,1
2682,7,5,1,0,1,1,1
2682,15,1,1,3,0.25,0,1
2683,5,10,7,1,0.875,0,1
2683,12,9,4,0,1,0,1
2684,10,2,3,2,0.6,0,0
2684,5,12,7,1,0.875,1,0
2685,10,14,5,0,1,1,1
2685,13,7,4,0,1,0,0
2686,4,7,3,5,0.375,0,0
2687,10,2,8,0,1,0,0
2687,13,1,4,2,0.666666667,0,0
2688,5,15,1,2,0.333333333,0,0
2689,8,13,1,1,0.5,0,0
2689,14,6,2,3,0.4,0,1
2690,8,4,2,0,1,0,0
2690,13,4,4,1,0.8,0,0
2690,2,15,2,2,0.5,0,0
2692,7,3,4,1,0.8,0,0
2692,15,5,1,2,0.333333333,0,0
2692,5,8,2,1,0.666666667,0,0
2693,5,11,2,1,0.666666667,0,0
2694,14,3,5,2,0.714285714,0,0
2694,7,12,6,4,0.6,0,0
2695,1,11,2,1,0.666666667,0,1
2696,6,4,5,5,0.5,0,0
2696,14,5,6,2,0.75,0,1
2696,1,7,3,0,1,1,0
2697,6,15,1,9,0.1,0,0
2697,11,8,4,4,0.5,0,1
2698,1,7,3,1,0.75,1,0
2699,13,5,5,4,0.555555556,0,0
2699,1,13,1,3,0.25,0,0
2699,6,12,3,6,0.333333333,0,0
2700,6,5,6,3,0.666666667,1,1
2701,4,6,1,3,0.25,0,0
2701,11,10,5,4,0.555555556,0,0
2702,14,2,7,2,0.777777778,0,0
2702,6,15,2,1,0.666666667,0,0
2703,1,14,3,2,0.6,0,0
2704,10,5,1,5,0.166666667,0,1
2704,1,6,2,3,0.4,0,0
2704,14,6,1,0,1,0,1
2706,10,5,2,7,0.222222222,0,1
2706,4,14,2,1,0.666666667,1,0
2706,12,9,5,0,1,0,1
2707,10,13,6,3,0.666666667,0,0
2708,4,6,10,0,1,0,0
2708,14,7,6,1,0.857142857,0,1
2709,4,13,4,6,0.4,0,0
2709,6,12,2,3,0.4,0,0
2710,12,4,1,0,1,0,1
2711,8,15,3,3,0.5,0,1
2711,1,6,2,3,0.4,0,0
2711,15,9,1,0,1,0,0
2712,8,2,3,3,0.5,1,0
2713,15,2,1,2,0.333333333,0,0
2713,3,13,10,0,1,0,0
2714,9,1,4,1,0.8,0,0
2714,3,8,9,1,0.9,1,1
2714,11,7,3,0,1,0,0
2715,9,14,5,0,1,0,0
2716,2,12,2,3,0.4,0,1
2716,15,9,1,0,1,0,0
2717,8,3,3,7,0.3,1,1
2718,8,15,1,9,0.1,0,1
2718,5,6,3,0,1,1,1
2718,11,9,3,3,0.5,0,0
2719,15,4,4,2,0.666666667,0,0
2719,5,14,3,0,1,0,1
2720,10,12,6,2,0.75,0,0
